"","Genotype","SERPINF1","ITM2A","ITM2A-2","GYPC","FECH","PPP1R26","FZD6","MEIS1","PBX3","CDKN2C","PROM1","ASB9","SPIB","CTSE","GPA33","HOXA4","ARHGAP22","TRH","HPGDS","HOXA7","GNG7","POU4F1","MAN1A1","HOXA6","ADCY3","SPON1","CD34","LDLRAD4","CD200","SMAGP","S100B","HGF","CSRP2","CDKN2C-2","GALC","SPRY1","HOXA5","ATP10A","HOXA1","APP","POLE","HOMER2","TESC","BAALC","LAMP5","MREG","SIDT1","NPR3","ITM2C","MANIA1-2"
"GSM856254","mutated",4686.75625205961,6785.48200806174,8657.55045601408,4756.11557193959,6720.05048972945,11820.5034658884,9150.86140790348,11219.1574514713,13560.547123301,14103.8595563446,3688.80298973907,7479.71329559397,4295.06765604539,9915.62740894835,1362.34650059014,12637.3766851357,15463.0394045419,340.263660713507,1436.98431858204,14796.8642293514,8389.63002707119,4013.68804503808,10418.3126336525,15469.1691513922,12630.4977859818,9285.71829578437,2860.18246880944,6754.06948666231,7513.48090048644,4139.34529988101,5658.07327001357,4390.67360365568,5815.62244171088,18332.1299984221,14480.3910500061,6894.65581702221,13511.5735737915,2375.29691211401,1295.17615773592,12939.7849101555,9502.32091206377,5125.31578851711,9580.57764396064,1251.21546645313,2888.65873897256,1582.16087071941,6357.00561137187,16886.6984597389,4163.15461073649,6866.3967133379
"GSM856255","mutated",1679.72611768152,7998.05009253487,5812.40978891227,3383.93450912298,5822.18409922208,12095.5294249712,3757.47661162517,13660.0274674653,10866.0280309942,5170.31342959402,35521.0276491978,4778.40676725715,12178.0881711043,5380.20464841234,6196.47924461967,10953.6106007867,45297.0956568079,1270.89931394703,1484.01289628108,18170.6862816456,13169.7680657513,4150.56849541892,6731.34658534273,15782.2913064204,22481.3523287593,7051.30724274799,4736.45185209065,8245.50438907986,7720.87936950865,6190.030127345,976.933514246947,4507.66647397253,1499.09097674814,9730.27765956938,5557.15844800984,3998.97368228136,14868.2522980718,14945.0499494255,5084.25534260165,5414.99588946865,14501.9730237459,6088.58435869941,7758.82035049795,5626.89469770634,1559.75093897007,1996.28351473321,5114.28270990068,22487.8579899165,4201.46794815658,10951.1132623427
"GSM856256","mutated",6970.63454285819,1019.65952557967,1181.02738979377,2562.87876828288,6604.11240241151,12460.3597788567,3591.32968662134,15465.8044798011,10762.0851579972,16068.1064848479,5333.41184833425,13635.6787705289,7385.42121344391,6409.78257426161,16969.6893598855,23032.166871811,9325.87263522515,741.600286170463,2210.34315185528,13794.9932138224,9462.72223983611,4049.01203223314,4434.8934466812,12679.1105461411,10558.3347997687,6456.21284168805,1548.72819884587,5773.98369364507,6712.16863380972,11886.3768703005,2713.70420624152,4879.29088556721,4167.68555237781,14052.7204135009,11097.5910617141,7646.06700388535,18421.6462823059,18559.1380740774,34611.516045028,6916.59815781085,9823.70345337137,4834.51772959415,9832.55702239721,3875.19304467197,5727.40544789808,7560.39288558535,5793.00060224264,3203.96496443506,6776.6715561783,2198.78166835879
"GSM856257","mutated",4435.0261799275,2955.48160387238,3615.90691459648,3152.80398045153,7794.87501351158,9872.87065360761,5623.43438474516,25673.9724883116,14951.7825003378,3137.60116343857,1831.78301257852,2916.55007641146,4626.80052378874,6330.5842722732,11250.345295196,19792.4694383672,5875.08135568048,1166.20280295826,582.631823715989,16813.4507606085,8340.85310830915,2556.57357324208,9875.80191511551,13543.7015712189,10177.6601437226,9117.29535208816,3788.64566878365,10425.840174995,1564.91572080395,1936.75789260488,15603.7991858887,3950.2298565805,5613.61727463134,6627.10802759861,16014.9863475377,8129.90249981673,25930.7052678573,9239.79133755356,55940.5872383813,5310.13539586934,5900.84851617349,12031.7696879373,9081.9801504585,2466.68191957902,867.221522067356,6721.52906822405,7379.86215335201,7233.19363183068,8018.43418863298,5367.09324014828
"GSM856258","mutated",5689.09963018564,911.87569584873,654.065724106393,2901.23049888315,6877.83089427492,19414.5876013807,2952.30305199121,11972.1787498127,30615.1739004243,18025.2707922148,2172.48203443584,11547.8163542048,7760.80314273243,9361.23929502951,5951.63356018181,7662.77927324127,1589.98484272691,222.480085851139,2048.35582866967,22131.0738430316,12999.0488500841,3373.44077712772,5009.00673134659,9085.21596081767,12397.0652138781,8370.62030170163,995.518875527902,10035.2262719809,6495.34296165014,3164.63707941973,773.405698778833,9923.74817628761,1934.99686360398,12536.9965716909,8208.20318543514,4105.27087456931,9193.07589039929,1443.36223846163,11436.1299034129,5893.15974028153,9210.7573694342,7142.72732229512,10012.6954716625,1036.72138648973,4167.65450892801,5925.1393681975,7838.71368620291,2406.44121787655,3371.57369296786,6804.41763275329
"GSM856259","mutated",8851.7447182454,1621.65671095194,2345.77098562639,2388.07066085809,6317.3181864145,11270.4515477226,7489.39215786514,3416.23528660261,11089.9049882185,20690.6972132247,7200.94722740398,9653.67313114789,6922.74116106504,6821.61374460132,11300.5700509781,9605.86724910607,6290.0499272713,574.376692230065,2482.06382300534,12326.4386910598,6238.56790966515,3082.01788276852,8095.52402321735,3215.34392028938,13237.4224734515,6731.30364972519,1347.56117218479,10440.0443169228,4732.45597496135,2557.02676017114,11492.5373134328,4156.68786302199,5230.87064227011,13306.8121506543,9943.5084946331,5809.69137160032,10131.7082635932,2670.7883940038,14398.5009024898,7147.29124372934,7474.62900195811,2726.23180240272,7483.25141322902,2345.13527426643,4910.09595587777,3546.58879745155,6548.19375005975,3347.28807251225,3008.28115421666,10294.4301466248
"GSM856260","mutated",8229.28490351873,1065.59013484002,1119.96316243944,9545.60739350682,12840.3610991977,15311.6493138383,9853.79070599663,8575.59817899058,9402.832203421,8253.61449765329,2586.78886965739,9944.25192104867,10641.6412047141,17175.4717578855,3923.80904547852,9467.07525083001,1297.32279749971,476.95077228218,577.406426193873,13739.3337129597,9945.61373558032,3505.90572910917,16101.5074424043,8786.11420079075,9908.31486821833,9128.52354833458,1927.85067216867,14282.264708389,5788.30272634715,3746.93030203296,1465.40027137042,6104.27505712005,1488.45912584922,13746.7067672049,15341.7715167405,16703.3208709039,11531.7691563825,13513.0527679596,41418.0801080232,8804.08704259853,7554.14633176618,1708.43859617237,9905.47020424269,4025.33890064634,5109.74407606593,12041.4122644014,10180.7683851294,2096.67837138716,1462.74848935984,2817.09678181003
"GSM856261","mutated",5405.33118523672,665.075222089806,643.209861465623,1738.90260560037,10024.7218357619,15485.6453287683,5572.31225397475,9114.87444321876,15671.3870057017,6619.88988885007,7367.09057756897,5962.24628166771,12789.1750327368,9245.08178544652,4652.06800431933,12809.0404724772,5171.81882908973,264.649513888283,1290.67318796277,13503.8512093097,3238.78740579958,459.21183353571,921.741512077447,15609.3731014048,12623.3152453017,9296.94649203079,1537.12240884619,9530.9792335445,6721.59583694709,13418.0612167397,909.090909090909,1995.7607289344,3115.13231338444,12474.837549787,10332.3841422365,3599.44285609559,16169.7173533407,17718.1238563911,10898.7695826501,5796.68808617016,13146.8651949334,7169.98964031915,9321.09249680469,2087.74237831036,1447.44887136422,4130.60791080435,869.906031029835,1511.82762391092,3790.28373763027,3979.9423889689
"GSM856262","mutated",1231.18889824613,1580.01295855589,885.205132832788,6445.78820933918,6264.14357493785,16630.6513625011,6556.41327130515,4014.47569817236,9146.97282373607,3583.80629503367,1844.40149486954,2367.67902882111,2522.91575731122,13542.9096400173,7659.27525677406,10880.5621806414,3315.38048249925,264.649513888283,1554.55576282966,10074.3696561527,10648.0013657537,4049.01203223314,6741.88077405219,6884.01394561956,6686.94537318686,11795.2201568579,1213.4498210774,7073.6626800375,5241.5249443795,1151.92789690878,3568.5210312076,3069.34236243015,2275.21609236952,12130.5721977039,17934.2758340965,8115.24081812184,11792.0621674362,4455.10234233825,30505.5320556099,12579.0648121739,4247.55070058081,3716.76269060904,9541.97654768951,6921.00898015215,10980.6466103493,5277.40907884258,9492.49108585303,2147.53495812422,2440.42276031176,4576.12211649706
"GSM856263","mutated",9780.85752993299,886.766962786408,1303.60817211246,2733.93204762457,5005.38719834304,12146.0443970477,4805.48029241859,3489.94047077958,13496.5822783798,12186.8301020842,851.747554643286,8308.40095568135,1876.9096464426,7465.75993410701,14941.8648451822,8079.15526806944,655.21353409076,318.451887590846,1079.04458831706,5249.11908136135,4555.7642123747,2618.39055083343,10075.9515005952,4547.28144540925,4313.11567840892,4659.70144226181,1237.95093329895,12833.4422317548,4053.69734907048,2316.51434213524,4504.74898236092,6001.0460538993,3136.39601518228,10356.6493418316,12197.3146673022,13008.5770837915,3457.55883016433,1682.0284353726,18904.0605150392,3586.22888109659,4989.71244545608,4661.85638210865,7515.41899345497,693.530858548304,3693.49022348111,6413.59171754712,5907.71348545536,1414.73777650379,746.425912952097,14452.9313153732
"GSM856264","mutated",2251.83991798177,48980.4017152327,51958.8725643854,4226.2676091007,8952.51245680652,6870.03620239666,12218.1892541281,6188.778631393,5796.01451042507,15178.0570953699,1503.70247301222,8577.45539077466,8886.94893059799,8373.90046357406,17051.3045880314,10643.1548151692,34896.6728256739,1944.15604433316,51548.5465556792,12013.8891862153,11750.3597297759,3859.14560105972,14300.1611730873,8211.27800573901,7721.23123112339,17560.8989293915,60917.5021760856,44522.8828726457,12896.4138919265,26975.3664649738,1329.71506105834,6482.78140226278,9154.0236239727,23257.037118499,10114.9482962647,24569.3131002126,5367.55739460894,2068.44037322847,8487.53737409923,7369.59549015989,11629.4094844295,4943.56700169026,22967.6522813248,20083.795687239,15934.4155925182,19060.2601539687,401.495091244539,9537.9216762331,4877.4246869253,22489.5520978443
"GSM856265","mutated",2338.8012156274,12566.6146936306,10123.091912518,27330.9764138388,6497.76317945821,2402.26756096876,7157.09830785747,13733.7326516423,22899.4144818008,2337.26497502196,55626.476099543,9201.66168019114,5744.21649934526,6599.85849903378,3515.73290474875,16308.0597974367,19285.1183534047,3687.64377593783,7845.93437945792,13191.3017044652,11428.4320659464,2870.07395959819,6051.89141358278,18932.2067167039,18552.5025767365,19963.7329261241,2629.35620103807,8011.13604727138,10351.0690448358,14164.9155674827,1031.20759837178,3847.00085335976,13119.704009271,1181.02141617378,8404.73173852503,9995.60149549153,15037.8371386068,6591.73305754128,16065.6957438307,8304.95109306579,12338.4390085514,12258.9556714709,11762.6118359539,21084.7680604015,3843.22631362224,21120.254844704,9358.65938877152,41933.5674277432,4823.37551449339,6054.76589615848
"GSM856266","mutated",6847.05796199334,6442.53345891783,5934.53824362094,5265.10337876119,4158.95198942784,12011.3378048438,23413.935892848,15244.6889272702,16055.1760752291,2946.37039275495,11388.180267638,10686.8421619062,18018.332605849,10702.3305420332,11846.7642701087,17016.6294728461,7622.31744658918,434.781344245036,1789.6986513249,14462.9072241751,9604.17530424603,6433.38116789933,12772.7038102161,19254.6758017329,14142.422599146,14102.614485496,2355.97536993456,17627.3401323826,12227.082469173,17557.4065166207,13812.7544097693,9194.26322019435,15692.6119268103,14167.475530862,17018.5364058691,9830.65757642402,30951.2053143945,3034.47021786814,98102.7047136145,9852.69197859168,10247.7958790144,1399.46565856673,7284.88466850236,1422.81073042384,7449.37048452103,9992.03610299973,8259.32759131624,12630.92681506,3632.2412207724,16719.5948338961
"GSM856267","mutated",2242.68609717696,17631.229874738,24276.4228304219,7330.2588244718,11053.3454676053,22063.8172480566,5802.36184244159,11537.3181631685,25306.0917719621,2405.73031267411,27760.6610402256,7458.1889407865,7254.47402880838,6763.53498980982,5374.04886868738,12056.6417449807,32441.8061179472,997.525090809682,32893.8774017233,11572.8946793799,8721.31307465308,1695.55138536262,8453.68643933888,15057.9042313552,12788.5136809444,12569.9656978605,14507.237499597,15191.3297917673,10237.9426071873,2544.36821185346,719.131614654003,27156.109780604,12875.1714385957,7377.79775366858,4173.09565922785,5802.36053075288,12194.3331845193,6716.74868449465,14977.196632542,7705.1490696777,10111.9537739256,15803.0570145944,12631.1365020544,22493.2791854945,929.611559626159,286.700292009557,4320.85193434599,10911.0495181338,27647.1779490323,15258.6593629731
"GSM856268","mutated",9144.66698399912,4155.18911775261,5848.59599771484,4831.21213360179,7239.59259530459,15552.9986248702,6978.17085016104,4796.97907018453,9658.69158310593,6969.29919824729,7030.59771647532,6102.15458791623,5639.45875163684,10121.5429941182,10779.4882097386,14160.4362451651,7478.17046908921,1096.40512896574,5272.42609981554,13298.3392061243,16852.4254322854,4009.2725466387,4624.50884345142,8851.54271079664,10450.596689567,16926.5058414691,4015.60333988846,9722.73514956961,5995.70119536936,12177.5234816071,25685.210312076,3619.89704627412,1934.99686360398,1850.42626744636,7965.67858800507,14093.5415292134,32556.3455492261,16240.6664469422,28948.5649723742,7772.25978558126,4085.20281888934,20337.6892459243,10990.5899105312,4282.73179660241,6370.02283475375,6371.11760021237,6443.04027378142,9561.03830656813,6072.66398108416,4458.06672490733
"GSM856269","mutated",5409.90809563912,7018.19709498083,10041.6729427123,3458.61386766484,7301.48435620365,8806.44346532709,12639.946832984,10506.6740044272,15047.7297677197,8867.44166281057,4092.59442305144,11870.6816763168,10100.3928415539,4197.51000538548,4313.05090278999,12392.664477649,9566.1175977251,1204.00987637087,2795.58767433232,15764.4832443495,11891.8127941858,3713.43415388012,10054.8831231763,12375.3353211138,12440.1604579588,8449.21767542653,2697.70140881395,9992.61384619755,11105.2452958256,8266.03205144434,1614.6540027137,4218.62526495444,2849.33604091136,12517.8707187974,13008.5176311201,11362.8033135401,21367.6899074146,2284.37645614793,23850.5311600094,10074.9962250222,13040.8420885227,11695.5344323077,9914.04822563627,16458.8457358577,1004.47960469672,5903.90230953013,8345.36225372578,13197.2842582682,11234.0178649619,6104.93943758411
"GSM856270","wild-type",1528.68807440226,10766.134810625,11566.0169885204,3609.22419410959,11611.243030639,11887.8567619903,14991.5648484229,11430.4456461119,16263.0618212231,8470.81487917048,1102.01412008168,38926.7956692998,3579.2230467045,13527.0699796196,4752.51751588358,10255.9981883992,9867.51582340685,3904.30738895626,2314.85110229761,24443.0838788678,12511.2796624637,3991.61055304118,3402.54295315446,9977.84777589801,8967.4020391233,10868.8939665287,5114.28479319127,17527.9111388881,12057.3928127003,4569.73594268209,3324.28765264586,10818.3995375341,8133.36593767609,18910.6870484506,9721.89119008493,8294.84641888425,7114.67563546989,10285.3765811636,7826.17082546812,42195.8626243645,4187.91270322476,12177.1687173988,7185.16516980193,7299.94852142081,1285.23477371133,12211.3087337404,5238.5550000478,871.496963630606,4419.03297136352,2861.36755365618
"GSM856271","wild-type",104994.324631101,18555.9661411797,15727.4310008155,43021.985770036,53209.4800743399,1167.45713243342,6556.41327130515,1067.4967508298,3883.46564728025,9025.62020152418,63702.3047657905,27056.1139929831,30126.582278481,12993.8014128977,13290.7259988448,6161.63423925549,1135.70345909065,91260.4587452123,2975.86388884534,3480.85955395332,12730.7757968929,3744.34264267579,39977.2461523876,3472.38449531251,24345.221635249,11671.7099981473,17331.3130661852,12975.4836510326,15158.9426448961,2898.80756474847,2008.14111261872,6021.69185454345,6017.62760879041,12044.5058596832,11202.1275261237,19899.56748039,291.449295710213,43471.3430087852,5346.04626810146,6228.71331979934,9648.10268337856,28298.2861089402,8853.59033085429,26926.1568380713,4485.84370047791,10469.8699230157,8154.1741150379,24596.0946764712,21284.4272703389,48609.3074870729
"GSM856272","wild-type",32335.8719929699,1508.97361623322,2192.88425343554,45375.011368785,24268.5439919663,1116.94216035697,8856.90915597362,1568.6920032332,6936.98743170753,26630.6554729774,16191.6158597498,22019.4149680363,5307.7258838935,5559.72079958606,26845.1319655458,4733.53762541501,2633.95840704486,2428.37740765622,890.930277520862,6726.23660425667,33212.2039850743,2402.03112926372,16775.6955198095,6617.62644059559,17378.1571755377,24303.4307753631,38105.6771656082,9076.44669185534,6655.60541498548,11278.7665510519,14572.591587517,5595.01197456437,33904.9725166654,29391.6544340899,9692.62098005026,7873.32307015615,7197.496138987,9444.36236347725,3251.71886410295,7755.48210660537,9999.30422336418,5970.44764726195,22109.8501419663,55060.630326603,6756.84106761832,29721.2636049907,11079.3526369624,17813.6753361736,41816.2711270689,8849.72729204543
"GSM856273","wild-type",45750.79638241,45275.3325682315,52198.6061977025,66623.1662879853,42225.8718021137,15081.5255521567,83865.8555288584,574.900436580374,3688.3728702705,27079.2214782847,80653.1326433828,21653.5009363094,7612.39633347883,96621.9284258546,11639.5871525075,2545.73744206347,947.875579317966,97803.9906820105,10273.131528481,663.632510286304,6462.94173597054,63980.5718070427,42379.0411781437,4332.30205538991,16692.2245405867,6001.47089370828,64425.0298204326,32527.4850146303,35418.0021871111,13253.5000886098,27991.8588873813,17342.4725410851,50256.759199209,27225.6515939008,57955.0158686353,15849.2779121765,442.103735441339,16695.2687267727,730.258897446849,42237.8068218043,28765.3940580675,20019.6288689773,29948.0171903549,9094.54899044786,181055.888995645,84629.6787894877,9865.30795629439,32317.049208371,40023.7542692004,47266.4274077397
"GSM856274","wild-type",16572.9925670975,55655.6502610696,58929.2410349799,35387.1686677119,13790.5303862395,4467.76864142789,10301.1093502377,1158.39981131473,2553.79643348016,20131.1701434467,40526.3589579657,28024.709959319,1518.98734177215,13627.387828805,42188.794856985,6753.32644243237,506.698466363521,22800.5735042213,63148.9290547778,252.608503915432,28602.7851620613,103940.832321448,14948.0137787188,8211.27800573901,13952.085271123,10279.413663592,52638.7053096489,23294.7927615693,25821.1093932652,18392.8707055875,41492.5373134328,33824.7033886641,25920.4524915743,28679.216413807,16462.4024152105,12565.0612125211,368.354048976102,16013.365307027,1419.18238560425,18153.4486519135,31107.8420653301,11386.561494702,31427.7258807483,10324.3150489047,28549.6811869081,21523.7589593841,23669.091569559,37333.3579910724,7984.22585165076,36065.9221306637
"GSM856275","wild-type",13717.0004759987,2207.73128511395,2736.12971308407,4831.21213360179,7151.54938613834,7695.11407964527,8077.29666172486,1450.76370855005,9362.85417534523,17468.1045961489,10153.6720835007,9513.76482489937,1457.8786556089,5654.75876197214,32438.91414078,5288.70561851924,1860.80643681776,1768.20774114369,23618.7967999666,500.9355077645,20393.6297344097,2918.64444199139,13020.2572448883,6337.21854057035,21213.633898719,23057.1009920111,25120.0876881911,11086.3327746371,9238.65907462574,24000.6076103192,15576.6621438263,12993.0905387178,1243.92655517399,32796.0562491334,14196.0518668122,18693.6441609853,296.576279261273,52324.7224084829,1060.9421717624,5188.49722329413,11778.5044778196,16039.3304374693,18024.5674532712,2223.58862895384,7149.89830423878,27555.0836209185,15189.8976187517,15035.0563699031,12239.7429722392,9060.75130451208
"GSM856276","wild-type",1688.87993848632,3657.91372149393,3787.33907879864,2299.20639622448,5959.04334515379,1100.10383633149,10313.8898829303,8241.46801072165,9146.97282373607,14916.0001133219,24437.7940369259,7953.24910135819,11593.190746399,15274.7125101638,7546.26955626428,4952.68288585089,11579.8071924974,546.748446274695,2772.0733854828,4893.7545758532,10784.5767382874,4945.35820730765,19920.1508495823,5187.54615046688,16685.0419999066,15820.5285111973,25442.4707437377,16910.0309650294,31373.732041178,28405.7824248715,25169.6065128901,56741.5421036695,16447.4733406339,18379.9446306559,14605.8348072975,9438.4575910857,1250.98398645845,23321.0969553012,3733.96530581314,11979.2627887858,13262.8279675702,23209.3200777885,18024.5674532712,4125.43613796259,3918.0943586928,10979.5593310327,8077.69885956275,19441.0861117597,15044.8266047815,19154.4872854343
"GSM856277","wild-type",31274.0287796126,8512.47291625074,6897.99605298928,7417.87147974437,5529.28787862938,5837.28566216709,47939.7781299525,4573.40667818106,7966.02187437784,50593.5236512328,9709.92212293346,15960.309089735,9978.17546922741,12296.8563553997,15023.4800733281,13236.3737303271,2398.08153477218,3718.18025830956,4258.69898052494,822.048012741744,12374.70428993,5726.90142399823,10997.6930126726,5080.0564554572,13664.7836439184,15719.4747449796,14017.2152551662,20553.3933695065,20796.4101210453,23582.8755158358,18968.7924016282,14493.3520521926,3923.15298170258,62398.0950650518,11197.9460675473,6784.69320431053,527.290539058938,38288.8770187182,1184.94839963074,11756.9585423553,2276.18356575586,22836.7350647934,6872.06738893607,24473.7745238231,2707.72763005203,63010.3530661003,21862.3636589586,29381.2371558223,32710.0118224013,7371.08351238401
"GSM856278","wild-type",14980.2277470616,11501.0245587906,13587.9214053638,8873.91036975044,6357.41707375754,2744.64681615357,15055.4675118859,5922.21154861963,4750.18929596294,29463.7039275495,7722.51116209913,16745.9480402075,10091.6630292449,7534.39846249696,9021.6217573642,11884.9779576392,8587.66538681623,309.727178341782,4948.45145344432,7710.98161952021,12057.6543179767,5545.86598962358,19130.0866963731,6295.15735556656,20247.5821772436,16421.2370103805,12839.87233631,11327.8031874094,11906.5575625024,11418.0105825464,1899.59294436906,22042.8331544031,3508.51079664459,29095.2037142406,16341.1401164954,9273.51367201818,8905.17604483981,2863.99436293173,2218.33363186684,8061.67474791537,15784.1899669009,19956.0167935879,15343.9357677758,19082.8233140765,3138.21888920777,19761.083089992,3374.47064784101,17432.2509356456,5868.78229267011,10886.1827969683
"GSM856279","wild-type",29388.341693823,62471.7526753049,50597.3664581889,47018.7916629466,43393.9698247156,8430.38756209132,7169.87884055007,409.063772182189,2225.17704269733,23268.7713068853,54890.3979659007,35612.0450289503,5307.7258838935,46975.1528527228,40223.7512870094,3411.3612207852,2140.36421136315,38505.050152537,52515.2450972708,543.750508428133,28607.6628539375,108930.34551275,36005.8570089225,3696.7108153327,17575.6770442409,11284.3372276461,59086.3664205809,19580.4096474532,13113.2395640861,18975.1639282007,98208.9552238806,8217.02865637129,33947.4999202611,29157.3627361445,40221.4500462051,12836.3023238765,232.291793197991,16058.8255350101,1019.60676247296,9890.44175628744,36346.0461664364,20092.328383708,37818.3518189694,34354.8018074701,49855.8790132392,26705.6012742235,42787.9054383466,30051.6194355381,40256.3709606796,24732.6045380493
"GSM856280","wild-type",32573.8713338948,18408.9881915466,16130.0025737441,37327.1631773188,8616.03048910182,505.14972076446,12243.7503195133,676.859274691851,3837.89069527388,31848.1863768143,23028.7301810963,25409.500850212,9166.30292448712,14408.8110750905,8111.29805881319,6541.48602401102,2970.30135454478,177.40242139764,20279.7677833341,590.847009158129,24525.0347535546,4309.52643779667,23359.5634632199,4477.17947040295,13065.0414971288,15438.7698388192,14726.4579773687,42846.7941251669,25905.9542215016,10202.7899440492,2293.08005427408,46397.9959809508,23188.066810551,20292.5299200061,16838.7336870847,50546.1476431347,420.412651186857,12887.9746331928,854.265125315182,10070.8018052783,23282.0115233864,23236.5823958125,8792.47192842499,12690.8997311674,1048.15263098788,51351.2078577117,34490.3402192928,6121.28371271577,41857.3211314476,39873.2085094326
